Id,Shape,Weight,Clarity,Colour,Cut,Polish,Symmetry,Fluorescence,Length,Width,Depth,Price
210631-204,ROUND,1.7,VS1,G,EX,EX,EX,ST,7.67,7.72,4.69,23018.5
210479-249,ROUND,1.7,VVS2,G,EX,EX,EX,N,7.53,7.58,4.8,26548.55
210071-396,ROUND,1.7,SI1,F,EX,EX,EX,N,7.55,7.6,4.75,21827.89
211192-175,ROUND,1.7,VS2,F,EX,EX,EX,N,7.53,7.58,4.79,25528.06
211171-14,ROUND,1.63,VS2,G,EX,EX,EX,N,7.49,7.52,4.68,21283.24
211184-100,ROUND,1.63,VS1,F,EX,EX,EX,N,7.47,7.5,4.69,26366.81
210652-150,ROUND,1.63,VS1,F,EX,EX,EX,N,7.48,7.51,4.68,26612.43
211142-158,ROUND,1.61,VVS1,D,EX,EX,EX,F,7.48,7.53,4.62,34947.84
210450-37,ROUND,1.61,VVS2,G,EX,EX,EX,N,7.5,7.54,4.65,26442.73
211143-39,ROUND,1.61,VVS1,F,EX,EX,EX,N,7.46,7.51,4.69,34842.48
210151-115,ROUND,1.61,VVS1,F,EX,EX,EX,ST,7.396,7.448,4.7,26519.1
210524-13,ROUND,1.6,VVS1,H,EX,EX,EX,N,7.52,7.57,4.57,23126.14
211185-284,ROUND,1.6,VS2,G,EX,EX,EX,N,7.37,7.42,4.68,21587.12
210681-61,ROUND,1.6,VS1,G,EX,EX,EX,N,7.42,7.47,4.64,24393.7
210427-59,ROUND,1.6,VVS2,G,EX,EX,EX,N,7.52,7.57,4.63,26280.43
211218-122,ROUND,1.6,VS2,F,EX,EX,EX,N,7.58,7.61,4.59,24589.5
210415-280,ROUND,1.6,VVS2,F,EX,EX,EX,F,7.61,7.63,4.54,26089.44
223191-132,ROUND,1.6,VS2,E,EX,EX,EX,N,7.39,7.44,4.71,24380.71
211147-111,ROUND,1.6,VS2,E,EX,EX,EX,N,7.39,7.43,4.71,24138.74
210361-116,ROUND,1.6,VVS2,E,EX,EX,EX,N,7.46,7.51,4.6,31907.87
211185-114,ROUND,1.55,VS1,E,EX,EX,EX,N,7.34,7.37,4.61,26627.58
210012-136,ROUND,1.51,FL,D,EX,EX,EX,N,7.29,7.33,4.55,41196.21
210448-40,ROUND,1.51,VVS1,H,EX,EX,EX,N,7.27,7.3,4.54,20608.69
210605-699,ROUND,1.51,VS1,G,EX,EX,EX,F,7.29,7.34,4.57,20767.56
211143-32,ROUND,1.51,IF,G,EX,EX,EX,N,7.31,7.34,4.54,26807.79
211076-30,ROUND,1.51,VS2,F,EX,EX,EX,N,7.32,7.35,4.56,22517.01
211186-57,ROUND,1.51,VS2,F,EX,EX,EX,N,7.3,7.35,4.56,23223.89
210651-9,ROUND,1.51,VS1,F,EX,EX,EX,N,7.31,7.36,4.54,24325.13
211163-6,ROUND,1.51,VVS2,F,EX,EX,EX,F,7.41,7.45,4.5,25257.8
210631-12,ROUND,1.51,VS1,E,EX,EX,EX,F,7.39,7.42,4.5,23431.37
210459-418,ROUND,1.51,VVS2,E,EX,EX,EX,N,7.38,7.43,4.47,31554.65
211134-45,ROUND,1.51,VVS1,E,EX,EX,EX,M,7.33,7.35,4.56,25757.69
210631-131,ROUND,1.5,VS2,D,EX,EX,EX,M,7.43,7.47,4.43,20680.56
210544-122,ROUND,1.5,VS2,D,EX,EX,EX,M,7.2,7.25,4.6,20656.68
210102-181,ROUND,1.5,VS2,D,EX,EX,EX,N,7.25,7.3,4.55,26229.29
211083-257,ROUND,1.5,VS2,D,EX,EX,EX,M,7.3,7.34,4.55,20451.93
211186-109,ROUND,1.5,VS2,D,EX,EX,EX,M,7.23,7.28,4.6,20134.56
211174-142,ROUND,1.5,VS1,D,EX,EX,EX,M,7.28,7.34,4.46,21407.38
210522-57,ROUND,1.5,VS1,D,EX,EX,EX,M,7.28,7.33,4.54,22090.51
210652-779,ROUND,1.5,VS1,D,EX,EX,EX,N,7.26,7.3,4.55,28973.18
211186-192,ROUND,1.5,VS1,D,EX,EX,EX,N,7.21,7.26,4.6,28361.13
211154-42,ROUND,1.5,VS1,D,EX,EX,EX,ST,7.26,7.31,4.57,20025.31
211199-13,ROUND,1.5,VS1,D,EX,EX,EX,M,7.29,7.34,4.55,21960.2
210018-51,ROUND,1.5,VVS2,D,EX,EX,EX,ST,7.25,7.31,4.53,21097.85
211006-36,ROUND,1.5,VS1,H,EX,EX,EX,N,7.29,7.34,4.54,20493.75
210557-60,ROUND,1.5,VS2,G,EX,EX,EX,N,7.29,7.32,4.55,21282.77
210351-91,ROUND,1.5,VS1,G,EX,EX,EX,N,7.23,7.28,4.54,23074.77
210479-51,ROUND,1.5,VS1,G,EX,EX,EX,N,7.29,7.33,4.5,23230.68
210259-322,ROUND,1.5,VS1,G,EX,EX,EX,N,7.33,7.38,4.47,23332.61
210494-67,ROUND,1.5,VS2,F,EX,EX,EX,N,7.25,7.28,4.55,22555.49
211218-40,ROUND,1.5,VS1,F,EX,EX,EX,M,7.42,7.47,4.45,22095.19
210405-14,ROUND,1.5,VVS1,F,EX,EX,EX,M,7.23,7.28,4.57,25821.43
210652-596,ROUND,1.5,VS2,E,EX,EX,EX,F,7.28,7.33,4.51,21498.62
210652-136,ROUND,1.5,VS1,E,VG,EX,VG,N,7.08,7.16,4.6,22740.25
210194-212,ROUND,1.5,VS1,E,EX,EX,EX,N,7.3,7.34,4.55,26504.53
210167-297,ROUND,1.5,VVS2,E,EX,EX,EX,N,7.21,7.26,4.6,29979.51
210430-365,ROUND,1.5,VVS1,E,EX,EX,EX,N,7.25,7.28,4.59,35584.3
210145-71,ROUND,1.41,IF,D,EX,EX,EX,ST,7.16,7.19,4.48,25289.63
211147-214,ROUND,1.41,VVS2,G,EX,EX,EX,N,7.12,7.15,4.47,20226.78
211153-23,ROUND,1.41,VS1,F,EX,EX,EX,N,7.11,7.16,4.47,22162.9
210430-320,ROUND,1.4,VVS1,D,EX,EX,EX,N,7.07,7.1,4.49,30931.58
210681-206,ROUND,1.4,VS1,F,EX,EX,EX,N,7.12,7.16,4.46,22008.03
211186-127,ROUND,1.4,VS1,E,EX,EX,EX,N,7.1,7.14,4.44,21195.67
211147-215,ROUND,1.4,VVS2,E,EX,EX,EX,M,7.13,7.18,4.41,21070.63
210444-20,ROUND,1.4,VVS2,E,EX,EX,EX,N,7.07,7.11,4.48,24111.67
210435-49,ROUND,1.4,VVS1,E,EX,EX,EX,N,7.06,7.1,4.48,26787.98
211057-30,ROUND,1.37,IF,D,EX,EX,EX,ST,7.06,7.1,4.42,22648.41
210025-23,ROUND,1.37,IF,D,EX,EX,EX,ST,7.13,7.16,4.38,22853.5
223189-172,ROUND,1.35,IF,D,EX,EX,EX,F,7.06,7.09,4.38,26488.98
210289-141,ROUND,1.33,VVS1,E,EX,EX,EX,N,7.01,7.05,4.4,24333.21
210395-110,ROUND,1.32,IF,D,EX,EX,EX,F,6.95,6.99,4.37,26092.54
210494-68,ROUND,1.31,VVS2,E,EX,EX,EX,N,6.97,6.99,4.37,21378.84
212052-407,ROUND,1.3,VVS1,D,EX,EX,EX,F,6.93,6.97,4.36,24078.96
210393-68,ROUND,1.3,VVS1,D,EX,EX,EX,M,6.94,6.97,4.36,20447.33
210393-46,ROUND,1.3,IF,D,EX,EX,EX,ST,6.92,6.96,4.34,22522.22
223196-110,ROUND,1.3,VVS1,E,EX,EX,EX,N,7.07,7.11,4.24,23222.81
223193-33,ROUND,1.3,VVS1,E,EX,EX,EX,N,6.97,7.03,4.27,23168.23
211147-171,ROUND,1.29,VVS2,D,EX,EX,EX,N,6.92,6.96,4.34,22909.15
210675-44,ROUND,1.29,VVS2,D,EX,EX,EX,N,6.88,6.92,4.33,22358.6
210463-39,ROUND,1.29,VVS1,D,EX,EX,EX,M,6.88,6.92,4.34,20524.71
210441-82,ROUND,1.29,VVS1,F,EX,EX,EX,N,6.91,6.96,4.37,21560.86
211035-114,ROUND,1.27,VVS1,E,EX,EX,EX,F,6.9,6.95,4.33,21585.75
210440-115,ROUND,1.24,VVS1,F,EX,EX,EX,N,6.82,6.86,4.29,20334.06
211096-100,ROUND,1.23,FL,D,EX,EX,EX,ST,6.84,6.87,4.26,21068.43
210430-322,ROUND,1.21,VVS2,D,EX,EX,EX,N,6.78,6.82,4.24,20404.62
210497-29,ROUND,1.21,FL,D,EX,EX,EX,M,6.78,6.81,4.23,22997.2
211132-123,ROUND,1.2,VS1,D,EX,EX,EX,N,6.89,6.94,4.16,21663.46
210429-339,ROUND,1.2,VVS1,D,EX,EX,EX,N,6.81,6.85,4.17,23155.21
210429-403,ROUND,1.2,VVS1,D,EX,EX,EX,N,6.91,6.95,4.1,23359.02
210363-59,ROUND,1.2,IF,D,EX,EX,EX,N,6.72,6.76,4.27,25370.57
210504-319,ROUND,1.2,VVS1,F,EX,EX,EX,N,6.91,6.93,4.19,20320.07
201252-85,ROUND,1.19,IF,D,EX,EX,EX,ST,6.72,6.75,4.23,20192.97
210451-381,ROUND,1.12,IF,D,EX,EX,EX,N,6.64,6.67,4.11,25859.02
210379-51,ROUND,1.08,FL,D,EX,EX,EX,F,6.56,6.6,4.08,23258.15
223183-164,ROUND,1.06,IF,D,EX,EX,EX,F,6.53,6.55,4.02,20338.52
210398-28,ROUND,1.06,FL,D,EX,EX,EX,N,6.48,6.52,4.08,24980.65
210438-31,ROUND,1.03,VVS1,D,EX,EX,EX,N,6.44,6.46,3.99,20038.43
210445-328,ROUND,1.01,IF,D,EX,EX,EX,N,6.46,6.49,3.99,23508.84
210438-124,ROUND,1.01,IF,D,EX,EX,EX,N,6.36,6.4,4.0,23508.84
210331-189,ROUND,1.01,FL,D,EX,EX,EX,F,6.39,6.42,4.0,21347.12
210431-71,ROUND,1.0,IF,D,EX,EX,VG,N,6.37,6.4,3.94,20623.01
210394-193,ROUND,1.0,IF,D,EX,EX,EX,N,6.36,6.4,3.94,22221.88
210014-908,ROUND,1.0,IF,D,EX,EX,EX,N,6.52,6.56,3.89,22511.71
210431-83,ROUND,1.0,IF,D,EX,EX,EX,N,6.32,6.36,4.03,22973.54
210147-126,CUSHION,3.74,SI1,D,VG,EX,EX,ST,9.12,8.52,5.94,60149.61
210147-1,CUSHION,3.71,VS1,E,EX,EX,EX,ST,8.99,8.76,5.96,60674.64
210624-18,CUSHION,3.61,VVS2,G,EX,EX,EX,M,9.81,8.3,5.64,69889.01
210247-5,CUSHION,3.59,VS1,D,VG,EX,EX,M,8.96,8.45,5.88,66058.45
210397-1,CUSHION,3.5,VS1,D,VG,EX,EX,ST,8.88,8.6,5.94,55049.05
211134-42,CUSHION,3.5,VVS1,E,EX,EX,EX,ST,9.02,8.6,5.84,65722.53
210291-11,CUSHION,3.2,VS2,F,VG,EX,EX,N,8.5,8.14,5.67,59308.7
211143-92,CUSHION,3.19,SI1,F,VG,EX,EX,N,8.48,8.28,5.75,49690.34
211134-14,CUSHION,3.1,SI1,E,EX,EX,EX,N,8.38,8.33,5.67,48909.93
210476-40,CUSHION,3.01,VS1,H,EX,EX,EX,M,9.21,8.0,5.34,39732.5
210335-9,CUSHION,3.01,VS1,H,EX,EX,EX,F,8.27,8.26,5.61,45716.58
210404-14,CUSHION,3.01,SI1,G,VG,EX,EX,ST,8.47,7.93,5.52,36171.36
210125-8,CUSHION,3.01,VS2,G,VG,EX,EX,ST,8.37,8.06,5.6,37413.57
210509-23,CUSHION,3.01,VS2,G,VG,EX,EX,ST,8.48,7.9,5.37,36961.86
210449-14,CUSHION,3.01,VS1,G,EX,EX,EX,N,8.38,8.36,5.69,61658.38
210599-3,CUSHION,3.01,VS1,G,VG,EX,EX,F,8.61,8.02,5.59,56941.64
210475-150,CUSHION,3.01,VS1,G,EX,EX,EX,N,8.45,8.05,5.47,55517.0
210276-53,CUSHION,3.01,SI1,F,EX,EX,EX,N,8.63,8.53,5.31,44562.16
210421-216,CUSHION,3.01,VS2,F,EX,EX,VG,N,8.68,8.31,5.54,54881.67
210247-28,CUSHION,3.01,VS2,E,EX,EX,EX,M,8.91,7.72,5.23,46095.97
210543-163,CUSHION,3.01,VS2,E,EX,EX,EX,N,8.44,8.17,5.56,58306.42
211136-140,CUSHION,3.01,VS1,E,EX,EX,EX,F,8.52,8.22,5.55,63401.15
210145-6,CUSHION,3.0,VS1,D,EX,EX,EX,ST,8.77,8.12,5.43,52599.77
210332-12,CUSHION,3.0,SI1,F,EX,EX,EX,N,8.73,8.47,5.28,48493.77
210145-38,CUSHION,3.0,VS2,E,EX,EX,EX,ST,9.09,7.89,5.34,44996.64
210393-16,CUSHION,2.72,VVS2,D,VG,EX,EX,VS,7.95,7.71,5.38,30871.74
210621-39,CUSHION,2.71,VS1,D,EX,EX,VG,ST,8.97,7.65,5.2,41184.02
210475-111,CUSHION,2.71,SI1,H,EX,EX,EX,N,8.04,8.0,5.42,31522.98
210672-98,CUSHION,2.52,VS1,H,EX,EX,EX,M,8.8,7.48,5.09,31689.26
211154-52,CUSHION,2.51,VVS1,D,VG,EX,EX,ST,7.83,7.75,5.41,34522.99
212109-365,CUSHION,2.5,SI1,H,VG,EX,EX,F,8.43,7.34,5.11,28873.65
210216-28,CUSHION,2.5,VS1,G,EX,EX,EX,F,8.49,7.33,4.96,37882.26
210191-86,CUSHION,2.4,VVS2,I,VG,EX,EX,ST,7.94,7.36,5.12,20059.2
210440-159,CUSHION,2.4,VS1,F,EX,EX,EX,M,8.46,7.26,4.85,33890.06
210440-157,CUSHION,2.3,VS1,D,VG,EX,EX,M,7.54,7.43,5.18,30797.8
211181-122,CUSHION,2.3,SI2,G,VG,EX,EX,N,7.85,7.27,5.06,21321.18
212070-124,CUSHION,2.3,SI1,F,EX,EX,EX,F,7.72,7.48,5.09,25209.57
210444-189,CUSHION,2.21,VS2,D,EX,EX,EX,M,8.29,7.2,4.9,24364.36
210466-140,CUSHION,2.21,VS1,D,EX,EX,EX,VS,8.33,7.19,4.83,26311.04
210544-158,CUSHION,2.21,VVS1,F,VG,EX,EX,F,7.74,7.16,4.97,31362.16
210393-76,CUSHION,2.2,VVS2,D,EX,EX,EX,ST,8.09,7.03,4.75,25162.77
210444-193,CUSHION,2.2,VVS2,D,VG,EX,EX,F,7.6,7.38,5.13,31480.22
210167-258,CUSHION,2.2,VVS2,D,VG,EX,EX,ST,8.04,6.99,4.86,24940.55
211085-160,CUSHION,2.2,SI1,G,EX,EX,EX,N,7.52,7.5,5.1,22728.86
210216-9,CUSHION,2.01,VS2,D,EX,EX,EX,M,7.51,7.26,4.91,21905.79
210466-127,CUSHION,2.01,VS2,D,EX,EX,EX,VS,8.02,6.85,4.62,20331.07
210557-105,CUSHION,2.01,VS1,H,EX,EX,EX,F,7.32,7.26,4.92,20937.98
211142-155,CUSHION,2.01,VS1,H,EX,EX,EX,N,7.48,7.17,4.67,22972.98
211153-6,CUSHION,2.01,VVS2,H,EX,EX,EX,N,8.02,6.84,4.64,23765.04
210557-66,CUSHION,2.01,VS2,G,EX,EX,EX,N,7.54,7.2,4.89,25772.45
210429-44,CUSHION,2.01,VS1,G,EX,EX,EX,N,7.32,7.19,4.7,27309.52
211087-90,CUSHION,2.01,VVS1,G,EX,EX,EX,F,7.37,7.19,4.86,23074.96
210298-348,CUSHION,2.01,VS1,F,EX,EX,EX,ST,7.2,7.19,4.89,22460.32
200649-387,CUSHION,2.01,SI1,E,EX,EX,EX,N,7.27,7.24,4.97,20751.98
210444-242,CUSHION,2.01,VS2,E,EX,EX,EX,N,7.3,7.29,4.92,28132.77
210426-32,CUSHION,2.0,VS2,D,EX,EX,EX,F,7.67,7.12,4.82,21943.43
212032-21,CUSHION,2.0,SI1,G,VG,EX,VG,N,8.02,6.94,4.64,21289.57
210318-111,CUSHION,2.0,VS2,F,EX,EX,EX,N,7.35,7.2,4.9,22950.84
210559-9,CUSHION,2.0,VS1,F,EX,EX,EX,M,8.17,7.0,4.74,25335.96
210461-74,CUSHION,2.0,SI1,E,VG,EX,EX,N,7.27,7.19,5.02,22275.18
210163-100,CUSHION,2.0,VVS2,E,VG,EX,EX,M,7.18,7.03,4.86,23697.34
210080-239,CUSHION,2.0,VVS1,E,EX,EX,EX,N,7.92,6.82,4.64,31413.41
210018-98,CUSHION,1.89,VS1,E,VG,EX,EX,ST,7.19,6.97,4.78,21574.92
M200641-63,ROUND,5.9,SI3,I,EX,EX,EX,N,11.432,11.501,7.205,27099.44
200792-19,CUSHION,5.41,VS1,FANCY,EX,EX,VG,N,10.26,9.5,6.31,47730.47
201205-109,PRINCESS,5.08,VS1,L,EX,EX,EX,F,9.54,9.36,6.65,55094.69
200518-340,CUSHION,5.03,I1,FANCY,EX,GD,GD,F,11.47,9.19,5.86,20637.76
200534-2,EMERALD,5.02,VS2,L,EX,EX,EX,N,11.29,8.54,5.6,54892.39
200675-10,EMERALD,5.02,SI2,H,EX,EX,EX,N,11.55,8.42,5.53,52417.91
201205-10,PRINCESS,5.02,VS1,Q-R,EX,EX,VG,F,9.38,9.3,6.78,31453.52
200647-309,OVAL,5.02,SI2,I,EX,EX,EX,SL,14.59,9.19,5.54,66386.69
200382-25,ROUND,5.02,I1,W,EX,EX,EX,SL,10.93,10.89,6.84,31117.02
200715-250,CUSHION,5.01,SI1,FANCY,VG,EX,VG,M,10.72,8.63,6.02,44272.99
211016-622,PRINCESS,5.01,SI2,N,EX,EX,EX,N,9.47,9.35,6.79,33447.26
200529-15,PRINCESS,5.01,VVS2,N,EX,EX,EX,F,9.07,9.03,6.57,42173.25
200706-138,PRINCESS,5.01,VS2,M,VG,EX,VG,N,9.1,9.06,6.71,44420.93
201240-10,PRINCESS,5.01,SI2,L,EX,EX,EX,N,9.67,9.66,6.5,45211.71
200748-2,PRINCESS,5.01,SI1,L,EX,EX,VG,N,9.57,9.45,6.85,46296.77
211021-132,PRINCESS,5.01,SI2,J,EX,VG,VG,N,9.32,9.19,6.66,50359.51
200674-17,PRINCESS,5.01,SI2,I,EX,EX,EX,N,9.39,9.32,6.71,62846.41
200534-6,PRINCESS,5.01,SI2,H,EX,EX,EX,VSL,9.66,9.49,6.66,65006.12
201166-89,PEAR,5.01,SI2,I,VG,EX,VG,M,13.98,9.4,5.84,51008.78
M200496-109,ROUND,5.01,I1,M,GD,VG,GD,VS,10.509,10.604,6.826,21412.54
200641-55,ROUND,5.01,SI2,J,EX,EX,EX,N,10.88,10.81,6.81,60121.78
201205-226,EMERALD,5.0,VVS2,N,EX,EX,VG,N,11.38,8.12,5.55,51016.94
201205-18,PRINCESS,5.0,VVS1,M,EX,EX,EX,M,9.39,9.3,6.74,47654.96
201205-70,PRINCESS,5.0,VS2,L,EX,EX,VG,M,9.1,9.1,6.61,45926.5
200453-256,MARQUISE,5.0,VVS2,K,EX,EX,EX,ST,19.05,8.82,5.03,67026.02
200154-29,OVAL,5.0,SI2,I,EX,EX,EX,SL,13.24,9.78,5.92,65718.49
201215-27,PEAR,5.0,SI2,K,VG,EX,EX,M,14.3,9.3,5.95,57200.64
200644-94,PEAR,5.0,SI2,F,EX,VG,VG,SL,14.91,9.41,5.6,69291.14
200235-15,ROUND,5.0,I1,I,EX,EX,VG,SL,11.0,10.93,6.67,47906.33
200792-12,ROUND,4.94,SI2,Q-R,EX,EX,EX,N,10.92,10.99,6.69,35924.43
200626-11,ROUND,4.6,VS1,K,EX,EX,EX,M,10.67,10.7,6.58,68339.49
200537-8,EMERALD,4.55,SI2,K,EX,EX,EX,N,10.65,7.89,5.4,42601.04
201246-34,ROUND,4.51,SI2,U-V,EX,EX,EX,M,10.43,10.49,6.64,28312.07
200672-1250,OVAL,4.5,SI2,L,EX,EX,EX,F,13.28,9.17,5.57,34810.9
201172-22,OVAL,4.5,SI2,L,VG,EX,VG,F,12.29,9.21,5.88,25464.39
200390-91,ROUND,4.5,SI2,J,EX,EX,EX,F,10.64,10.69,6.52,65914.56
200641-34,ROUND,4.5,SI2,I,EX,EX,EX,N,10.47,10.52,6.58,68457.71
200454-44,ROUND,4.41,SI1,J,EX,EX,EX,N,10.44,10.47,6.56,63883.33
200644-85,ROUND,4.4,SI2,N,EX,EX,EX,M,10.37,10.42,6.56,27327.7
211014-25,PRINCESS,4.28,SI2,K,EX,VG,VG,N,8.85,8.67,6.28,26784.07
201220-65,PRINCESS,4.22,SI2,G,EX,EX,EX,N,8.89,8.77,6.4,42372.62
200372-67,OVAL,4.21,VS2,J,EX,EX,EX,F,12.78,9.08,5.61,62505.03
201159-115,ROUND,4.2,SI2,M,EX,EX,EX,ST,10.26,10.3,6.44,25450.84
200454-54,ROUND,4.2,SI2,J,EX,EX,EX,N,10.44,10.37,6.44,39625.76
200718-155,ROUND,4.2,SI2,I,EX,EX,EX,ST,10.26,10.33,6.36,53292.58
210032-166,ROUND,4.11,SI1,M,EX,EX,EX,ST,10.16,10.23,6.39,32154.39
201201-142,PRINCESS,4.01,VS1,K,EX,EX,VG,N,8.94,8.84,6.34,38672.88
200323-508,OVAL,4.01,SI2,J,EX,EX,EX,N,13.03,8.97,5.43,31199.01
200222-34,OVAL,4.01,SI2,J,EX,EX,EX,N,12.18,9.07,5.66,51774.88
201201-126,OVAL,4.01,SI1,I,EX,EX,VG,N,13.1,8.73,5.23,68635.25
200561-24,OVAL,4.01,SI2,H,EX,VG,VG,SL,13.31,8.56,5.33,37206.02
200756-619,OVAL,4.01,SI2,E,EX,VG,VG,N,13.18,8.78,5.39,44909.32
201159-107,PEAR,4.01,SI2,K,EX,EX,VG,M,13.32,8.82,5.55,36718.01
200154-38,PEAR,4.01,VS2,J,EX,EX,EX,M,13.38,8.83,5.51,50902.89
200640-13,PEAR,4.01,SI2,I,EX,EX,EX,N,14.66,8.8,5.27,52492.31
200494-86,PEAR,4.01,SI2,E,EX,EX,EX,SL,13.54,8.79,5.48,31778.21
201220-90,ROUND,4.01,SI2,K,EX,EX,EX,ST,10.21,10.26,6.18,36715.77
200715-353,ROUND,4.01,SI1,K,EX,EX,EX,N,10.02,10.08,6.39,51401.13
200493-12,ROUND,4.01,SI1,K,EX,EX,EX,ST,10.07,10.14,6.31,40094.95
200641-41,ROUND,4.01,SI2,J,EX,EX,EX,N,10.08,10.13,6.32,49505.77
200641-4,ROUND,4.01,SI2,J,EX,EX,EX,N,10.08,10.15,6.35,51647.52
200638-39,ROUND,4.01,SI2,I,EX,EX,EX,N,10.07,10.01,6.31,38665.85
200380-2,ROUND,4.01,SI2,I,EX,EX,EX,N,10.1,10.16,6.34,56811.65
201222-213,ROUND,4.01,SI2,H,EX,EX,EX,N,10.14,10.08,6.32,44720.85
201242-86,ROUND,4.01,SI2,F,EX,EX,EX,N,10.18,10.14,6.26,61365.86
211012-154,ROUND,4.01,VS2,Q-R,EX,EX,EX,F,10.1,10.15,6.34,24792.65
201219-100,ROUND,4.01,SI2,S-T,EX,EX,EX,F,10.05,10.1,6.36,21087.07
211012-196,ROUND,4.01,SI1,O-P,EX,EX,EX,F,10.09,10.14,6.33,22911.06
200808-53,CUSHION,4.0,SI1,FANCY,EX,EX,VG,F,8.77,8.73,5.93,27234.14
200426-233,PRINCESS,4.0,SI1,H,EX,EX,VG,N,8.49,8.37,6.09,56236.98
200706-70,PRINCESS,4.0,SI1,F,EX,EX,EX,N,8.94,8.88,6.31,56843.14
200645-27,OVAL,4.0,SI1,L,EX,EX,EX,N,12.48,8.86,5.5,29845.26
190983-233,OVAL,4.0,SI2,K,EX,VG,VG,VSL,12.16,9.07,5.61,22659.69
200518-182,OVAL,4.0,SI2,K,EX,EX,EX,M,11.86,8.9,5.58,33013.26
200583-15,OVAL,4.0,SI2,J,EX,EX,EX,N,13.16,8.76,5.34,52272.19
200626-12,OVAL,4.0,SI2,I,EX,EX,VG,F,12.31,9.18,5.55,42088.44
211011-147,OVAL,4.0,SI1,I,EX,EX,VG,F,12.0,8.77,5.5,69611.14
201026-33,PEAR,4.0,SI2,J,EX,VG,VG,F,13.36,8.81,5.53,46188.24
201140-182,PEAR,4.0,SI2,I,EX,VG,VG,SL,13.17,8.73,5.45,32685.44
200412-38,PEAR,4.0,SI1,I,EX,EX,EX,F,13.37,8.8,5.54,61742.54
200116-169,PEAR,4.0,SI1,I,EX,EX,VG,N,13.5,8.81,5.36,62854.31
211011-54,PEAR,4.0,SI2,F,EX,EX,EX,N,13.24,8.76,5.51,69611.14
200494-37,ROUND,4.0,SI2,L,EX,EX,EX,SL,10.13,10.06,6.32,23526.32
211016-544,ROUND,4.0,SI2,K,EX,EX,EX,N,10.13,10.1,6.33,34748.11
200707-26,ROUND,4.0,SI2,J,EX,EX,EX,ST,10.33,10.29,6.19,26271.76
200454-24,ROUND,4.0,SI2,J,EX,EX,EX,N,10.09,10.15,6.32,49992.47
200454-47,ROUND,4.0,SI2,I,EX,EX,EX,N,10.14,10.2,6.35,56537.98
200641-37,ROUND,4.0,SI2,I,EX,EX,EX,N,10.21,10.29,6.14,57019.33
201112-54,ROUND,4.0,SI2,H,EX,EX,EX,N,10.27,10.22,6.24,46361.57
200641-36,ROUND,4.0,SI2,H,EX,EX,EX,N,10.08,10.13,6.27,67685.72
200090-172,ROUND,4.0,SI2,G,EX,EX,EX,VSL,10.16,10.1,6.31,45771.68
200319-74,ROUND,4.0,SI2,G,EX,EX,EX,N,10.21,10.18,6.32,51207.02
200231-70,ROUND,4.0,SI2,G,EX,EX,EX,VSL,10.3,10.26,6.18,45929.69
200371-19,ROUND,4.0,SI2,G,EX,EX,EX,N,10.14,10.07,6.21,55062.32
200120-10,ROUND,4.0,SI2,E,EX,EX,EX,SL,10.14,10.1,6.32,52828.24
200792-17,ROUND,4.0,SI1,Q-R,EX,EX,EX,N,10.07,10.14,6.31,26085.02
200792-15,ROUND,4.0,SI1,O-P,EX,EX,EX,N,10.06,10.13,6.28,25427.47
200352-34,ROUND,3.91,VS2,J,EX,EX,EX,ST,9.93,9.99,6.32,51560.36
200529-61,ROUND,3.9,VVS2,N,EX,EX,EX,F,9.99,10.05,6.27,38895.54
210005-26,ROUND,3.9,SI2,M,EX,EX,EX,F,9.95,10.02,6.26,28387.83
200641-25,ROUND,3.9,SI1,I,EX,EX,EX,F,10.04,10.11,6.13,62929.51
200765-40,ROUND,3.9,IF,S-T,EX,EX,EX,F,10.02,10.08,6.3,27451.36
200323-458,OVAL,3.8,SI2,I,EX,VG,VG,N,13.55,8.54,4.98,40693.24
210045-66,ROUND,3.8,SI2,H,EX,EX,EX,N,9.88,9.95,6.21,61270.44
200644-74,ROUND,3.74,SI2,H,EX,EX,EX,N,9.85,9.79,6.12,29754.04
200709-205,ROUND,3.71,SI1,K,EX,EX,EX,N,9.91,9.95,6.1,42169.96
210032-55,ROUND,3.71,VVS2,K,EX,EX,EX,M,9.81,9.86,6.16,44266.05
200352-36,ROUND,3.71,SI2,F,EX,EX,EX,M,9.94,9.98,6.15,65347.74
200070-16,OVAL,3.7,SI2,D,EX,EX,EX,N,12.65,8.57,5.28,41490.25
210045-77,ROUND,3.62,SI1,L,EX,EX,EX,N,9.81,9.86,6.07,36114.05
201220-80,PRINCESS,3.6,VS1,E,EX,EX,VG,M,8.44,8.34,6.03,61723.58
210045-121,OVAL,3.6,SI1,I,EX,EX,EX,N,12.6,8.39,5.14,57952.74
201219-89,OVAL,3.6,SI2,E,EX,EX,VG,F,12.23,8.42,5.21,60372.21
210046-83,ROUND,3.6,VVS2,J,EX,EX,EX,M,9.86,9.93,6.01,59136.91
200518-195,OVAL,3.59,IF,K,EX,EX,EX,F,12.25,8.42,5.22,43478.85
200464-23,OVAL,3.55,SI1,K,EX,EX,EX,N,12.72,8.42,5.17,36819.7
211014-70,PRINCESS,3.51,SI1,D,EX,EX,EX,N,8.6,8.45,6.04,61372.44
200666-141,OVAL,3.51,SI2,J,EX,EX,EX,N,11.91,8.41,5.19,36158.53
