,Id,Shape,Weight,Clarity,Colour,Cut,Polish,Symmetry,Fluorescence,Length,Width,Depth,Price
1429,1797246,EMERALD,0.31,VVS2,E,EX,EX,GD,N,4.44,3.28,2.24,1036.88
1430,1768134,PRINCESS,0.32,VS2,F,EX,VG,GD,N,3.94,3.86,2.64,899.37
1431,1769615,HEART,0.3,VVS1,F,VG,EX,VG,N,4.02,4.64,2.57,1123.34
1432,1783755,EMERALD,0.4,VS2,I,VG,VG,GD,N,5.14,3.65,2.23,1055.32
1433,210531-3,PEAR,1.0,SI1,E,EX,EX,VG,N,9.12,5.57,3.21,6935.7
1434,1659887,ROUND,0.5,SI2,E,EX,EX,VG,N,5.07,5.09,3.14,2075.87
1435,1789859,EMERALD,0.4,SI1,G,EX,VG,VG,N,4.8,3.55,2.42,1188.41
1436,1656064,ROUND,0.52,SI2,G,EX,EX,EX,N,5.17,5.2,3.17,2095.41
1437,203212-307,CUSHION,1.7,VS2,G,VG,EX,EX,N,6.99,6.36,4.46,11917.48
1438,1756692,PRINCESS,0.52,VS1,I,EX,EX,VG,N,4.47,4.41,3.15,1646.69
1439,1604247,CUSHION,0.82,SI2,FANCY,EX,EX,VG,F,5.54,4.97,3.36,2147.8
1440,1797244,EMERALD,0.31,VVS2,E,VG,EX,VG,N,4.5,3.35,2.15,1057.31
1441,1623506,CUSHION,0.52,VS1,H,EX,EX,VG,M,4.64,4.48,3.03,1319.56
1442,1608428,CUSHION,0.5,VVS1,K,VG,EX,VG,N,4.52,4.31,2.97,968.24
1443,1665447,ROUND,0.5,VS2,K,VG,EX,VG,N,4.92,4.96,3.17,1481.75
1444,1769906,PRINCESS,0.51,SI2,D,EX,EX,VG,M,4.38,4.34,3.11,1430.09
1445,1790625,ROUND,0.4,SI1,F,EX,EX,EX,N,4.69,4.71,2.94,1533.95
1446,1651363,OVAL,0.8,VS1,K,VG,EX,VG,M,6.99,5.19,3.25,1801.06
1447,1773520,HEART,0.3,VS1,E,EX,EX,GD,F,4.05,4.79,2.73,1087.94
1448,1612575,CUSHION,0.8,VS1,G,EX,VG,VG,F,5.32,5.2,3.5,2819.34
1449,1795781,EMERALD,0.32,VS1,E,EX,GD,GD,N,4.68,3.21,2.22,1063.84
1450,1778701,OVAL,0.5,SI1,I,VG,EX,VG,N,6.04,4.53,2.79,1354.6
1451,1766944,HEART,0.3,VS1,F,EX,VG,VG,N,4.1,4.74,2.66,1124.39
1452,1796235,PRINCESS,0.3,VS2,E,EX,VG,VG,N,3.8,3.75,2.68,937.85
1453,1643505,CUSHION,0.8,VS1,J,EX,VG,VG,F,5.86,4.92,3.34,2231.4
1454,200652-17,CUSHION,2.51,VVS1,F,EX,EX,EX,N,8.93,7.37,4.94,41564.56
1455,1786293,ROUND,0.4,VVS2,I,EX,EX,VG,N,4.71,4.74,2.91,1473.78
1456,1793201,HEART,0.36,VS2,G,EX,EX,VG,F,4.52,4.99,2.81,1114.99
1457,1647399,PRINCESS,0.59,VS1,H,EX,EX,VG,F,4.53,4.5,3.27,1798.51
1458,200801-48,PEAR,1.5,VS1,F,EX,EX,VG,M,10.41,6.43,3.82,15503.29
1459,1793281,OVAL,0.52,SI1,D,EX,EX,VG,N,6.33,4.51,2.74,1879.42
1460,1791029,EMERALD,0.4,SI1,D,EX,VG,GD,N,4.93,3.7,2.4,1143.79
1461,1783458,ROUND,0.4,VS2,G,VG,EX,VG,N,4.61,4.66,3.0,1508.16
1462,1789302,PRINCESS,0.32,VVS1,E,EX,EX,VG,N,3.78,3.76,2.68,1069.7
1463,1781739,PRINCESS,0.31,VVS2,I,EX,EX,VG,N,3.85,3.8,2.55,835.72
1464,1799973,HEART,0.49,SI1,K,GD,VG,VG,F,4.89,5.45,2.97,1044.37
1465,1790996,EMERALD,0.52,VVS2,I,EX,EX,VG,F,5.27,3.89,2.61,1658.89
1466,1624939,CUSHION,0.8,SI1,I,VG,EX,VG,N,5.7,4.89,3.38,2177.16
1467,1615089,CUSHION,0.5,VS2,I,EX,VG,VG,N,5.1,4.22,2.84,1194.84
1468,200802-35,CUSHION,4.01,SI1,FANCY,EX,EX,VG,N,10.1,7.87,5.33,38597.36
1469,210364-112,PEAR,1.0,SI2,G,EX,EX,VG,N,8.46,5.56,3.49,5382.59
1470,1672214,ROUND,0.5,SI2,I,EX,EX,EX,N,5.06,5.09,3.17,1539.81
1471,1651514,OVAL,0.52,SI1,G,EX,EX,VG,N,6.86,4.45,2.72,1697.27
1472,1754311,ROUND,0.8,SI2,M,EX,EX,EX,F,5.9,5.94,3.7,2087.54
1473,1778709,OVAL,0.4,VS2,K,EX,EX,VG,F,5.69,4.24,2.62,803.8
1474,1758652,ROUND,0.5,VS2,F,GD,EX,VG,N,5.09,5.12,3.05,2048.36
1475,1683265,HEART,0.29,SI1,E,VG,EX,GD,N,4.23,4.62,2.58,837.87
1476,1767623,ROUND,0.5,SI2,F,VG,EX,VG,N,5.07,5.14,3.12,2059.4
1477,211007-694,CUSHION,1.2,VS1,K,VG,EX,GD,ST,6.48,5.64,3.84,3505.15
1478,1577155,ROUND,0.65,VS2,J,EX,VG,EX,N,5.52,5.55,3.45,2050.77
1479,1744078,OVAL,0.5,VS1,H,EX,EX,VG,N,6.64,4.4,2.72,1729.82
1480,1798584,EMERALD,0.32,VVS2,E,EX,VG,GD,N,5.0,3.23,2.13,1059.43
1481,1589667,OVAL,0.5,SI2,L,VG,EX,VG,N,6.29,4.31,2.74,778.97
1482,1667354,OVAL,0.61,VVS1,E,EX,EX,VG,ST,6.55,4.8,3.01,2232.76
1483,1777164,ROUND,0.3,VS1,D,EX,EX,EX,M,4.31,4.32,2.64,1131.56
1484,1774026,ROUND,0.5,SI1,D,VG,EX,GD,N,4.98,5.04,3.18,2091.41
1485,1794886,PRINCESS,0.5,SI1,D,EX,EX,VG,N,4.42,4.36,3.06,1870.83
1486,1761163,ROUND,0.5,VS2,I,EX,EX,EX,N,5.09,5.12,3.16,2332.28
1487,1638119,CUSHION,0.71,SI1,E,EX,EX,EX,N,5.17,4.86,3.3,2490.5
1488,1786187,ROUND,0.55,VS2,J,EX,EX,EX,F,5.26,5.29,3.21,2053.92
1489,1800353,PRINCESS,0.51,SI2,F,EX,EX,GD,N,4.35,4.3,3.09,1403.31
1490,1667363,OVAL,0.5,VS2,F,EX,VG,VG,N,6.8,4.36,2.66,1973.69
1491,1776018,ROUND,0.51,VS2,F,VG,EX,VG,N,5.18,5.24,3.05,2551.49
1492,1785412,OVAL,0.6,VS1,J,EX,EX,VG,N,7.04,4.66,2.86,1819.56
1493,1758883,ROUND,0.5,SI2,D,VG,EX,VG,N,4.91,4.97,3.18,2071.25
1494,1744148,OVAL,0.4,VS2,F,EX,VG,VG,N,5.83,4.26,2.55,1302.04
1495,210026-54,CUSHION,1.29,SI2,J,EX,VG,VG,N,6.07,6.03,4.08,3470.17
1496,1619850,OVAL,0.66,SI1,F,EX,EX,VG,N,7.55,4.78,2.97,2306.5
1497,1791885,PRINCESS,0.51,SI2,E,VG,EX,VG,N,4.26,4.24,3.15,1451.69
1498,1763114,PRINCESS,0.4,VS2,E,EX,VG,VG,N,4.15,4.11,2.77,1312.12
1499,1764977,EMERALD,0.46,VS1,E,VG,VG,VG,F,4.84,3.65,2.55,1369.69
1500,1648892,EMERALD,0.54,VVS2,I,EX,EX,VG,N,5.81,3.79,2.44,1659.46
1501,1771149,EMERALD,0.4,VS1,F,EX,VG,VG,M,5.19,3.41,2.33,1156.7
1502,1646368,PRINCESS,0.5,SI1,K,EX,EX,VG,N,4.28,4.21,3.04,1069.46
1503,1763123,PRINCESS,0.35,VS2,F,EX,EX,VG,N,3.91,3.89,2.76,973.91
1504,1646136,MARQUISE,0.59,VS2,D,EX,EX,VG,ST,9.08,4.39,2.52,2025.02
1505,1784083,PRINCESS,0.3,VS2,D,EX,EX,VG,N,3.79,3.73,2.66,958.65
1506,1757565,ROUND,0.5,VS1,J,EX,EX,EX,N,5.05,5.07,3.18,2076.27
1507,1670905,PRINCESS,0.5,VVS1,J,EX,EX,GD,N,4.34,4.27,3.07,1448.04
1508,1800874,OVAL,0.3,SI1,E,EX,EX,VG,N,5.88,3.69,2.16,919.06
1509,1793794,ROUND,0.58,VS1,J,EX,EX,EX,N,5.31,5.35,3.26,2337.83
1510,1793084,EMERALD,0.47,VVS2,K,EX,VG,VG,N,5.12,3.77,2.56,1063.3
1511,1664485,CUSHION,0.8,VS1,E,EX,EX,VG,F,5.76,5.0,3.39,3471.87
1512,1765726,OVAL,0.5,VVS2,G,VG,EX,VG,F,6.01,4.45,2.84,1684.09
1513,211003-1064,CUSHION,1.19,VS2,J,EX,EX,GD,M,6.11,5.84,3.92,3824.5
1514,1657359,ROUND,0.5,SI1,K,EX,EX,VG,N,5.14,5.16,3.08,1521.54
1515,1636046,CUSHION,0.7,VVS2,I,EX,EX,EX,N,5.49,4.71,3.19,2090.03
1516,200667-34,CUSHION,1.2,SI2,FANCY,EX,EX,VG,N,6.04,5.55,3.78,4988.83
1517,1655987,ROUND,0.5,SI1,F,EX,EX,VG,M,5.08,5.11,3.18,1973.83
1518,1639932,PRINCESS,0.7,SI2,F,EX,EX,VG,N,4.77,4.71,3.44,1867.39
1519,1672939,OVAL,0.5,SI1,I,EX,EX,VG,M,6.37,4.49,2.8,1261.41
1520,1800358,PRINCESS,0.4,VVS1,E,EX,EX,VG,N,3.96,3.96,2.87,1590.63
1521,200753-83,CUSHION,1.0,SI2,E,EX,EX,VG,N,6.32,5.5,3.74,3927.44
1522,1781745,PRINCESS,0.3,VS2,D,VG,VG,GD,N,3.78,3.73,2.54,900.85
1523,1651014,CUSHION,0.55,VVS2,W-X,EX,EX,VG,N,4.67,4.42,2.99,1041.9
1524,1615785,ROUND,0.5,VVS1,J,EX,EX,EX,N,5.09,5.12,3.11,1978.08
1525,1602304,CUSHION,0.75,VS2,FANCY,EX,EX,VG,F,5.6,4.69,3.16,1773.52
1526,200764-28,CUSHION,1.01,SI2,I,EX,EX,EX,N,6.5,5.4,3.66,3148.92
1527,1672853,CUSHION,0.8,VS2,I,EX,EX,VG,M,5.28,5.11,3.47,2214.81
1528,1776939,ROUND,0.5,SI1,F,GD,EX,VG,N,4.83,4.89,3.23,1985.18
1529,1642236,CUSHION,0.8,VS1,I,EX,EX,VG,N,5.54,5.08,3.4,2489.86
1530,1799341,ROUND,0.52,SI2,I,EX,EX,EX,N,5.14,5.15,3.23,2062.32
1531,200733-98,CUSHION,2.01,SI1,G,EX,EX,EX,N,7.97,6.93,4.68,18524.37
1532,1797943,ROUND,0.5,VS2,D,GD,EX,GD,F,4.8,4.88,3.19,2078.07
1533,1765948,ROUND,0.9,SI1,Q-R,EX,EX,VG,M,6.2,6.21,3.87,2096.28
1534,210001-1078,CUSHION,1.0,IF,L,EX,EX,EX,N,5.65,5.47,3.72,3144.12
1535,1646005,CUSHION,0.7,SI2,G,EX,EX,VG,N,5.27,4.79,3.25,2012.64
1536,1778510,EMERALD,0.41,VS2,E,VG,VG,GD,N,5.22,3.53,2.34,1288.76
1537,1747453,ROUND,0.5,VS1,J,EX,EX,EX,N,5.07,5.1,3.18,2006.18
1538,1800026,HEART,0.33,VS2,F,EX,EX,GD,N,4.22,4.8,2.78,1118.85
1539,200776-18,CUSHION,1.0,VS1,H,EX,EX,EX,M,5.94,5.66,3.74,4131.98
1540,1795313,ROUND,0.5,SI1,F,GD,EX,GD,N,4.82,4.89,3.19,2006.08
1541,210355-57,PEAR,1.01,VS1,J,EX,VG,VG,N,9.0,5.61,3.37,5414.97
1542,1800356,PRINCESS,0.5,SI2,K,VG,VG,GD,N,4.27,4.24,3.17,1049.51
1543,1783940,OVAL,0.5,VS1,I,EX,EX,VG,F,6.7,4.45,2.63,1660.49
1544,1768130,PRINCESS,0.31,VS1,D,EX,EX,GD,F,3.71,3.67,2.61,923.72
1545,1769709,MARQUISE,0.32,VS2,D,EX,VG,VG,N,7.68,3.54,2.03,1029.21
1546,1787150,ROUND,0.5,SI1,F,EX,EX,VG,N,5.04,5.08,3.12,2187.06
1547,1767619,ROUND,0.5,SI2,E,EX,EX,VG,N,5.04,5.07,3.16,2067.78
1548,1749227,OVAL,0.5,SI1,E,EX,EX,VG,N,6.22,4.55,2.85,1686.79
1549,1641873,ROUND,0.5,SI1,G,VG,VG,VG,F,5.11,5.14,3.1,2028.27
1550,1507206,OVAL,0.55,VS2,FANCY,EX,EX,GD,N,6.24,4.38,2.71,2043.25
1551,1747492,ROUND,0.5,VS2,I,EX,VG,VG,N,5.04,5.08,3.17,2070.42
1552,1770431,PRINCESS,0.3,VVS1,I,EX,EX,VG,F,3.76,3.72,2.66,804.49
1553,1624923,CUSHION,0.82,VVS2,H,EX,EX,EX,N,5.4,5.18,3.51,3049.59
1554,1786572,HEART,0.32,VS1,I,EX,VG,GD,N,4.07,4.8,2.83,831.26
1555,1566576,ROUND,0.5,SI1,F,EX,EX,EX,F,5.04,5.07,3.16,2099.14
1556,1657258,ROUND,0.65,VS2,K,EX,EX,EX,F,5.56,5.59,3.45,2087.77
1557,212052-333,OVAL,1.0,SI2,L,EX,EX,VG,N,8.33,5.51,3.4,2366.05
1558,1781533,OVAL,0.5,VS1,H,EX,EX,VG,N,6.87,4.45,2.6,1862.45
1559,1800492,ROUND,0.5,SI1,F,GD,EX,GD,F,5.0,5.08,3.06,2006.08
1560,1800037,HEART,0.3,SI1,D,EX,EX,VG,N,4.27,4.65,2.66,1047.87
1561,1781766,OVAL,0.41,VS1,FANCY,EX,EX,GD,F,5.11,3.77,2.55,1969.78
1562,200786-147,CUSHION,0.96,SI2,H,EX,EX,VG,N,6.25,5.25,3.53,3800.19
1563,1606825,CUSHION,0.5,VVS1,L,VG,EX,VG,ST,4.72,4.23,2.95,822.17
1564,1638147,CUSHION,0.55,SI2,E,EX,EX,VG,N,5.05,4.35,2.94,1378.65
1565,1637397,ROUND,0.5,VS1,G,F,VG,GD,N,4.81,4.85,3.25,1984.04
1566,210473-74,PEAR,1.51,SI1,L,VG,EX,EX,N,11.09,6.41,3.62,6889.54
1567,1769675,HEART,0.3,SI1,E,VG,VG,GD,N,4.27,4.69,2.63,880.52
1568,1628514,OVAL,0.5,SI1,D,EX,EX,VG,N,6.48,4.43,2.75,1620.07
1569,1800806,MARQUISE,0.32,VS2,G,EX,EX,EX,N,7.48,3.54,2.05,1016.72
1570,1642239,CUSHION,0.83,SI1,D,EX,EX,VG,M,5.43,5.3,3.56,2737.06
1571,1798125,ROUND,0.4,VS1,I,EX,EX,EX,N,4.78,4.8,2.87,1533.86
1572,1656463,EMERALD,0.52,VS1,J,EX,EX,VG,N,5.29,3.84,2.62,1427.5
1573,1790741,ROUND,0.36,VS1,F,EX,EX,EX,N,4.52,4.54,2.86,1400.93
1574,1797426,OVAL,0.32,VVS2,E,EX,VG,VG,N,5.31,3.95,2.46,1133.52
1575,1799202,ROUND,0.53,SI1,D,EX,EX,EX,M,5.2,5.23,3.24,2551.31
1576,1800616,EMERALD,0.41,VVS1,J,EX,EX,VG,F,5.34,3.47,2.23,1193.06
1577,1791796,HEART,0.3,VS2,F,VG,VG,VG,N,3.91,4.75,2.87,1091.99
1578,1604040,CUSHION,0.71,VS2,J,EX,EX,EX,N,5.46,4.72,3.21,1670.49
1579,1641665,ROUND,0.5,VS2,D,F,VG,GD,N,4.84,4.91,3.24,1984.06
1580,1796060,OVAL,0.31,SI1,E,EX,EX,VG,F,5.4,3.76,2.34,921.66
1581,1636088,CUSHION,0.52,VS2,F,EX,EX,VG,N,5.02,4.37,2.94,1499.35
1582,200636-118,CUSHION,1.7,SI2,L,VG,EX,GD,N,6.65,6.54,4.49,3781.67
1583,1765186,PRINCESS,0.8,VS1,L,VG,EX,VG,N,4.97,4.84,3.61,1952.46
1584,1621152,CUSHION,0.7,SI2,D,EX,EX,EX,N,5.3,4.82,3.28,2209.85
1585,1785734,PRINCESS,0.4,VS2,H,VG,VG,GD,N,4.09,4.01,2.93,1168.23
1586,1639552,CUSHION,0.7,SI1,D,EX,EX,VG,ST,5.01,4.89,3.31,2237.88
1587,1612979,ROUND,0.7,SI1,J,EX,EX,EX,F,5.66,5.69,3.55,2096.03
1588,1775431,OVAL,0.5,SI1,F,EX,EX,VG,N,6.66,4.42,2.71,1680.01
1589,210035-119,CUSHION,2.01,SI2,I,VG,VG,VG,N,7.36,6.78,4.74,11445.17
1590,1786220,ROUND,0.5,SI1,F,GD,VG,GD,N,4.85,4.94,3.24,1973.18
1591,1761806,OVAL,0.57,SI1,E,EX,EX,EX,N,7.13,4.51,2.77,1750.21
1592,1779873,MARQUISE,0.3,SI1,D,GD,VG,GD,N,6.5,3.63,2.05,884.61
1593,1612588,CUSHION,0.71,VS1,K,EX,EX,VG,N,5.73,4.71,3.2,1320.7
1594,1771147,EMERALD,0.41,VS1,F,EX,EX,EX,N,4.98,3.49,2.38,1369.09
1595,1783768,EMERALD,0.35,VVS2,D,EX,VG,VG,N,4.58,3.39,2.3,1150.79
1596,1793200,HEART,0.3,VS2,F,EX,VG,VG,N,4.03,4.64,2.74,1100.09
1597,1775200,EMERALD,0.4,VS1,E,VG,EX,VG,N,4.79,3.49,2.49,1263.58
1598,1794501,HEART,0.34,VVS2,J,EX,EX,VG,N,4.21,4.99,2.81,811.49
1599,1661599,EMERALD,0.56,VVS1,I,EX,EX,VG,N,5.36,3.93,2.69,1698.43
1600,1798032,ROUND,0.5,VS2,G,VG,EX,VG,N,4.91,4.97,3.17,2448.27
1601,201250-276,CUSHION,1.02,VVS2,L,EX,EX,EX,F,6.26,5.43,3.66,2993.33
1602,1781547,OVAL,0.5,VS2,D,EX,VG,GD,F,6.66,4.23,2.64,1822.02
1603,1643507,CUSHION,0.8,SI1,D,EX,EX,VG,N,5.65,4.91,3.34,2859.3
1604,1636327,OVAL,0.5,VS1,E,EX,EX,VG,ST,6.64,4.51,2.69,1622.67
1605,1663666,ROUND,0.5,VVS1,J,EX,EX,EX,N,5.18,5.2,3.1,2075.87
1606,1769624,HEART,0.3,VVS2,F,VG,EX,VG,N,4.2,4.66,2.57,1118.85
1607,1787896,HEART,0.4,VS1,J,GD,EX,VG,M,4.32,5.0,3.06,1001.16
1608,1772351,ROUND,0.3,VS1,I,EX,VG,VG,N,4.3,4.34,2.63,1026.51
1609,1781736,PRINCESS,0.41,SI1,I,EX,VG,VG,N,4.11,4.11,2.96,1042.07
1610,1669702,OVAL,0.5,VS2,D,EX,VG,EX,N,6.61,4.37,2.73,1959.86
1611,210318-93,OVAL,1.0,SI2,K,VG,EX,VG,F,8.08,5.67,3.32,2239.27
1612,1755650,OVAL,0.9,SI2,M,EX,EX,VG,F,7.98,5.27,3.28,1676.48
1613,1780828,ROUND,0.5,SI1,D,VG,EX,VG,F,5.21,5.25,3.02,2123.65
1614,1766717,ROUND,0.3,VS2,H,VG,VG,GD,F,4.23,4.29,2.64,974.29
1615,200802-42,CUSHION,4.0,VVS1,FANCY,VG,EX,GD,N,10.11,7.86,5.47,38501.9
1616,200588-8,OVAL,1.17,I2,FANCY,EX,EX,VG,F,7.73,5.38,3.55,1731.04
1617,1652951,OVAL,0.5,VS2,L,EX,GD,GD,F,6.58,4.44,2.67,765.12
1618,1760409,EMERALD,0.5,VVS2,I,VG,EX,GD,M,5.06,3.75,2.57,1281.19
1619,1602211,OVAL,0.5,SI1,F,EX,EX,VG,N,6.12,4.5,2.76,1401.35
1620,1646000,CUSHION,0.71,SI1,I,EX,EX,VG,N,5.16,5.02,3.4,2167.54
1621,201218-134,CUSHION,1.2,SI1,D,VG,VG,GD,N,6.19,5.67,3.97,5000.8
1622,1781563,OVAL,0.5,VS2,G,EX,EX,VG,N,6.44,4.37,2.7,1865.76
1623,1662746,ROUND,0.5,VS2,H,GD,EX,GD,F,4.8,4.89,3.21,1997.25
1624,1672798,ROUND,0.55,SI1,F,EX,EX,EX,ST,5.22,5.24,3.28,2016.74
1625,1776275,EMERALD,0.4,VS1,H,EX,EX,GD,N,5.28,3.5,2.2,1261.48
1626,1793305,PEAR,0.9,SI1,H,VG,EX,VG,N,7.96,5.38,3.42,4413.3
1627,1749719,ROUND,0.51,SI2,G,EX,EX,EX,N,5.15,5.17,3.13,2111.03
1628,201231-142,CUSHION,1.2,VS2,J,GD,EX,VG,N,5.87,5.72,4.08,3684.33
1629,1631310,CUSHION,0.83,VVS2,J,EX,EX,EX,N,5.32,5.29,3.55,2319.32
1630,1777666,OVAL,0.38,SI1,E,EX,EX,VG,N,5.93,3.97,2.46,967.36
1631,1756868,ROUND,0.67,VS2,K,EX,EX,EX,M,5.55,5.57,3.47,2044.56
1632,1664496,CUSHION,0.53,VVS2,U-V,EX,EX,VG,F,4.82,4.46,2.97,975.35
1633,1793429,PRINCESS,0.4,VVS2,E,EX,EX,VG,F,4.1,4.03,2.89,1458.81
1634,1767766,ROUND,0.3,VS2,F,EX,EX,EX,N,4.31,4.33,2.66,1123.92
1635,1781737,PRINCESS,0.33,VVS1,G,EX,EX,GD,F,3.86,3.8,2.71,967.1
1636,1771291,HEART,0.4,VS1,I,GD,EX,VG,F,4.73,4.99,2.7,1099.23
1637,1785283,HEART,0.3,VS2,I,GD,VG,VG,N,4.2,4.47,2.58,829.28
1638,200635-60,CUSHION,1.51,SI1,FANCY,EX,EX,VG,N,6.47,6.24,4.24,3825.69
1639,1800881,PEAR,0.8,VVS2,N,VG,EX,VG,F,7.57,5.11,3.25,2095.82
1640,1800370,PRINCESS,0.33,VVS2,F,EX,VG,GD,N,3.89,3.83,2.77,1013.41
1641,1785078,EMERALD,0.31,VVS1,D,EX,VG,GD,N,4.56,3.36,2.19,1159.56
1642,1777555,MARQUISE,0.3,VS2,F,EX,EX,VG,F,7.43,3.49,2.04,891.17
1643,1648396,ROUND,0.5,VS2,G,GD,VG,VG,F,4.89,4.94,3.21,2082.67
1644,201156-423,CUSHION,1.01,SI1,I,EX,EX,EX,N,5.95,5.6,3.6,3522.97
1645,1795759,EMERALD,0.32,VVS2,D,EX,EX,VG,N,4.81,3.13,2.13,1143.35
1646,1800017,HEART,0.35,VS1,I,EX,EX,GD,M,4.53,4.98,2.7,896.41
1647,200606-47,PEAR,2.0,SI2,F,VG,VG,VG,N,10.2,6.83,4.38,9433.0
1648,1798551,EMERALD,0.31,IF,E,EX,VG,GD,N,4.4,3.32,2.21,1065.76
1649,1657065,ROUND,0.5,VS1,G,EX,EX,VG,F,5.04,5.1,3.16,2527.87
1650,1799302,ROUND,0.5,SI2,E,VG,EX,VG,N,5.13,5.19,3.05,1985.92
1651,1650991,CUSHION,0.81,VVS2,J,EX,EX,EX,M,5.49,5.04,3.42,2040.5
1652,1658909,CUSHION,0.81,SI1,J,EX,EX,EX,N,5.32,5.14,3.48,2191.89
1653,200772-103,CUSHION,1.51,VVS2,F,EX,EX,EX,M,6.61,6.52,4.43,13219.49
1654,1659104,OVAL,0.51,SI1,I,EX,EX,VG,N,6.53,4.39,2.71,1328.13
1655,200683-170,OVAL,1.01,SI2,O,VG,VG,VG,N,7.85,5.01,3.31,1959.57
1656,1794287,EMERALD,0.5,VS2,K,EX,EX,GD,F,5.26,3.78,2.57,1145.9
1657,1666243,PRINCESS,0.5,SI1,F,VG,VG,GD,N,4.31,4.3,3.21,1465.45
1658,1760285,ROUND,0.36,VVS1,G,EX,EX,EX,N,4.55,4.58,2.85,1472.67
1659,1773835,ROUND,0.53,VVS2,J,EX,EX,EX,M,5.18,5.2,3.19,2064.25
1660,1646344,PRINCESS,0.5,VS2,H,EX,VG,VG,N,4.51,4.47,3.25,1650.38
1661,1775208,EMERALD,0.41,VS2,E,EX,GD,VG,N,5.3,3.38,2.24,1328.24
1662,1794325,EMERALD,0.41,VVS2,F,EX,EX,VG,F,5.47,3.47,2.18,1430.74
1663,1762862,EMERALD,0.3,VVS1,F,VG,EX,GD,N,4.42,3.27,2.17,928.15
1664,1608400,CUSHION,0.8,VS2,I,EX,EX,EX,N,5.46,5.09,3.46,2368.37
1665,1784417,ROUND,0.5,VS2,G,VG,EX,VG,F,4.95,5.0,3.19,2348.41
1666,210504-39,PEAR,1.51,VS2,G,EX,VG,VG,N,9.67,6.4,4.04,15608.7
1667,1765105,OVAL,0.5,SI1,D,EX,VG,GD,N,6.7,4.21,2.62,1650.29
1668,1771365,HEART,0.3,SI1,D,VG,EX,GD,N,4.01,4.7,2.79,945.89
1669,1664763,CUSHION,0.56,SI2,FANCY,EX,GD,GD,F,4.72,4.43,3.0,1286.93
1670,1759329,HEART,0.35,VS2,E,EX,EX,VG,N,4.22,4.93,2.88,1142.49
1671,210050-302,CUSHION,1.01,VS2,M,EX,EX,EX,N,5.95,5.41,3.66,2408.0
1672,1623636,OVAL,0.5,SI2,H,EX,EX,VG,N,5.99,4.45,2.8,1349.48
1673,1623115,ROUND,0.5,SI1,F,VG,EX,EX,N,5.01,5.05,3.18,2106.06
1674,1771392,HEART,0.29,VS2,E,VG,EX,GD,N,3.88,4.68,2.67,1036.87
1675,1761939,PRINCESS,0.5,VS2,F,EX,VG,VG,N,4.49,4.46,3.08,1838.77
1676,1795556,ROUND,0.3,SI2,E,EX,EX,EX,N,4.3,4.31,2.64,1027.01
1677,1665371,ROUND,0.5,VS2,E,VG,EX,VG,ST,4.94,4.97,3.17,2109.38
1678,201199-30,CUSHION,1.4,VS1,E,EX,EX,VG,VS,6.95,5.86,3.98,8003.01
1679,1785235,HEART,0.3,VVS2,F,EX,VG,GD,N,4.01,4.64,2.74,1060.48
1680,1783751,EMERALD,0.41,VS2,F,EX,VG,GD,N,5.42,3.53,2.29,1330.96
1681,1666079,OVAL,0.5,SI1,G,VG,EX,VG,ST,6.69,4.47,2.58,1307.26
1682,1637566,ROUND,0.5,VS2,F,GD,VG,VG,F,4.86,4.92,3.25,2111.21
1683,1619459,CUSHION,0.8,VVS2,K,VG,VG,VG,N,5.25,5.08,3.52,1607.28
1684,1660958,ROUND,0.5,SI1,I,GD,VG,VG,M,4.95,5.0,3.25,1532.76
1685,1771220,EMERALD,0.35,VS1,G,EX,EX,VG,F,4.69,3.46,2.18,1013.53
1686,1785256,HEART,0.31,VS1,G,EX,VG,VG,N,4.27,4.64,2.67,1142.78
1687,1788570,ROUND,0.5,VS1,J,EX,EX,EX,F,5.05,5.09,3.15,1985.09
1688,1650736,ROUND,0.62,VVS1,L,EX,EX,EX,N,5.48,5.5,3.4,1969.85
1689,1762846,EMERALD,0.4,VS1,G,VG,EX,GD,N,4.65,3.51,2.45,1181.66
1690,1659103,OVAL,0.51,SI1,I,EX,EX,EX,ST,6.28,4.59,2.77,1312.26
1691,1793272,OVAL,0.73,SI2,G,EX,EX,VG,M,6.84,5.11,3.17,2292.3
1692,1787149,ROUND,0.5,SI1,F,VG,EX,GD,N,5.11,5.16,3.09,1973.18
1693,1790503,ROUND,0.5,SI2,D,VG,EX,VG,N,5.02,5.07,3.13,2104.08
1694,1796198,PRINCESS,0.52,VS2,I,EX,EX,GD,N,4.48,4.45,3.24,1641.28
1695,1798877,PRINCESS,0.5,SI1,H,EX,EX,GD,N,4.57,4.5,3.12,1548.04
1696,1797547,PRINCESS,0.5,VS2,E,EX,EX,VG,N,4.43,4.41,3.17,1881.9
1697,1764095,PEAR,0.32,SI1,F,EX,VG,GD,N,6.33,3.77,2.22,900.97
1698,1667885,ROUND,0.5,SI1,D,EX,VG,VG,M,5.01,5.07,3.17,2067.16
1699,1780509,ROUND,0.5,VVS1,J,VG,EX,VG,N,4.99,5.04,3.17,2088.84
1700,201241-87,PEAR,1.7,SI2,E,EX,EX,EX,N,10.11,6.51,4.05,9421.62
1701,1763110,PRINCESS,0.49,VVS2,J,EX,VG,VG,N,4.46,4.39,3.19,1446.07
